miRNA	log2(exp)>=0	log2(exp)>=1	log2(exp)>=2	log2(exp)>=3	log2(exp)>=4	log2(exp)>=5	log2(exp)>=6	log2(exp)>=7	log2(exp)>=8	log2(exp)>=9	mean expression level
hsa-miR-2115	954	952	944	886	603	166	17	3	0	0	4.22932226421804
hsa-miR-2116	954	953	949	878	392	16	0	0	0	0	3.84585511182008
hsa-miR-2117	954	954	954	952	911	677	259	60	19	3	5.50705787385777
hsa-miR-212	950	912	803	456	65	4	0	0	0	0	2.84729419944936
hsa-miR-214	954	954	952	939	821	416	224	132	81	39	5.30721156889137
hsa-miR-215	954	954	954	954	942	698	236	95	66	41	5.7105509202426
hsa-miR-216a	954	954	954	950	891	766	651	531	401	296	7.46367886206722
hsa-miR-217	952	948	917	708	223	43	30	21	19	12	3.56545020539104
hsa-miR-218	954	954	951	943	819	492	296	177	99	58	5.58484111627187
hsa-miR-219-1-3p	953	951	937	811	305	11	0	0	0	0	3.65455204796913
hsa-miR-219-2-3p	954	950	942	858	509	235	80	13	1	0	4.26025134940299
hsa-miR-219-5p	954	954	952	916	630	155	19	2	0	0	4.31351342727685
hsa-miR-22	954	954	954	954	951	921	838	744	582	336	8.24691906976383
hsa-miR-221	954	954	954	953	942	895	863	837	805	737	10.4003108649131
hsa-miR-222	954	954	954	954	935	891	850	813	734	565	9.09212965270166
hsa-miR-223	558	175	135	129	122	107	81	63	61	55	1.27985132860199
hsa-miR-224	954	954	953	940	796	447	203	73	20	6	5.1103441454881
hsa-miR-2276	953	952	919	736	268	38	1	0	0	0	3.55919795271271
hsa-miR-2277	946	903	753	312	19	0	0	0	0	0	2.57271123128659
hsa-miR-2278	954	953	947	924	773	406	30	0	0	0	4.73313342536093
hsa-miR-23a	954	954	954	954	953	948	934	904	856	795	10.4247967857726
hsa-miR-23b	954	954	954	954	952	935	860	732	579	387	8.437057938134
hsa-miR-24	954	954	954	954	954	953	951	941	919	883	11.9306249257234
hsa-miR-25	954	954	954	954	954	954	954	954	925	831	10.5522099763226
hsa-miR-26a	954	954	954	954	954	954	954	954	954	953	12.3482696067415
hsa-miR-26b	954	954	954	954	954	951	933	789	476	195	8.06622708357091
hsa-miR-27a	954	954	954	952	947	934	907	878	831	767	10.5339836148283
hsa-miR-27b	859	797	793	793	792	791	786	779	764	733	9.37409106970994
hsa-miR-28-3p	954	953	947	912	746	285	44	3	0	0	4.56822164585902
hsa-miR-28-5p	953	940	919	813	476	130	10	3	0	0	3.94659343872254
hsa-miR-296-3p	945	863	656	240	11	0	0	0	0	0	2.34173311473155
hsa-miR-296-5p	954	954	954	954	949	867	649	501	352	179	7.25953153787024
hsa-miR-297	953	937	842	473	54	0	0	0	0	0	2.90877698427834
hsa-miR-298	954	950	929	818	320	8	0	0	0	0	3.69783579444826
hsa-miR-299-3p	954	952	941	834	328	53	12	3	0	0	3.76874402487604
hsa-miR-299-5p	954	946	914	698	248	98	58	20	2	0	3.62473283676441
hsa-miR-29a	954	954	954	954	953	953	952	947	940	923	12.5622270761972
hsa-miR-29b	954	954	953	951	940	907	847	760	641	470	8.77199948144712
hsa-miR-29c	954	954	954	954	953	938	895	751	514	267	8.19082141729185
hsa-miR-300	954	954	954	954	949	699	40	1	0	0	5.24196078608366
hsa-miR-301a	954	954	954	954	954	954	944	781	500	246	8.23986750690069
hsa-miR-301b	954	954	954	954	946	875	502	183	76	20	6.21719419735409
hsa-miR-302a	954	953	946	870	356	35	19	15	7	3	3.85207291809294
hsa-miR-302b	954	954	953	924	579	72	16	10	4	2	4.17803250273307
hsa-miR-302c	954	954	950	912	632	184	14	1	1	1	4.33162693275172
hsa-miR-302d	954	953	946	826	346	58	21	10	4	1	3.82009738471429
hsa-miR-302e	954	953	953	947	879	592	209	46	5	0	5.30540930616423
hsa-miR-302f	954	954	954	945	816	331	27	3	0	0	4.7343683056902
hsa-miR-30a	954	954	954	954	954	947	828	518	271	118	7.36350827539624
hsa-miR-30b	954	954	954	954	954	954	954	953	947	940	11.8149801306995
hsa-miR-30c	954	954	954	954	954	954	954	952	925	740	9.93611290610892
hsa-miR-30d	954	954	954	954	953	937	863	668	377	172	7.73219889241473
hsa-miR-30e	954	954	954	954	949	931	851	644	365	148	7.63051537783124
hsa-miR-31	954	954	954	954	951	805	573	505	428	328	7.58914047922848
hsa-miR-32	954	954	954	954	954	954	940	742	454	164	7.94978321223787
hsa-miR-320a	954	954	954	954	950	872	519	130	17	1	6.1072420274281
hsa-miR-320b	954	954	951	947	876	562	149	25	1	0	5.17227120937719
hsa-miR-320c	951	948	946	946	946	945	943	939	930	914	10.6541928336449
hsa-miR-320d	954	948	913	762	279	17	0	0	0	0	3.5550061180227
hsa-miR-323-3p	951	949	915	719	251	55	18	8	4	1	3.57344951874837
hsa-miR-323-5p	954	951	950	941	628	82	0	0	0	0	4.23593850845616
hsa-miR-324-3p	954	954	954	954	952	864	422	94	16	3	5.95139113704579
hsa-miR-324-5p	954	954	954	954	952	938	894	741	442	185	7.90582022949609
hsa-miR-326	954	954	954	953	897	366	31	2	0	0	4.86020720424813
hsa-miR-328	954	954	953	949	889	547	151	18	1	1	5.19215616818424
hsa-miR-329	954	952	944	892	631	281	111	44	16	6	4.55952480826209
hsa-miR-330-3p	954	954	951	916	619	159	16	2	0	0	4.29101626783154
hsa-miR-330-5p	954	954	954	954	932	861	584	73	2	0	6.07348405967326
hsa-miR-331-3p	954	954	954	954	953	951	945	876	614	263	8.41940729989146
hsa-miR-331-5p	952	945	921	742	269	16	1	0	0	0	3.52770481192677
hsa-miR-335	954	954	954	951	891	688	551	344	184	82	6.4645753679865
hsa-miR-337-3p	953	951	931	768	289	159	129	88	57	20	4.04951277206528
hsa-miR-337-5p	954	954	954	951	911	573	162	68	27	3	5.33763912428496
hsa-miR-338-5p	953	944	899	635	96	1	0	0	0	0	3.19292557445611
hsa-miR-339-3p	954	954	948	928	754	276	39	6	0	0	4.59567166913802
hsa-miR-339-5p	954	954	954	941	859	502	152	17	1	0	5.09212607793153
hsa-miR-33a	954	954	946	868	423	25	0	0	0	0	3.88810699231959
hsa-miR-33b	954	954	954	951	901	454	58	2	0	0	4.98772715685494
hsa-miR-340	954	954	954	954	945	860	761	607	358	175	7.45537641763052
hsa-miR-342-3p	954	954	954	954	954	884	708	459	257	119	7.13434650278037
hsa-miR-342-5p	954	954	952	930	570	66	1	0	0	0	4.13721511546113
hsa-miR-345	954	954	954	953	948	888	714	397	170	64	6.83970366771514
hsa-miR-346	954	954	951	915	668	215	32	2	0	0	4.40490491485187
hsa-miR-34a	954	954	954	952	934	816	638	532	401	260	7.40664436297331
hsa-miR-34b	954	954	954	954	954	896	203	1	0	0	5.652284059313
hsa-miR-34c-3p	954	953	951	926	659	172	25	7	0	0	4.34785712361196
hsa-miR-34c-5p	954	954	954	954	923	591	291	126	41	17	5.58601827237845
hsa-miR-361-3p	954	954	954	954	942	765	312	63	4	1	5.68745383940097
hsa-miR-361-5p	954	954	954	954	952	948	939	892	721	367	8.67860394092125
hsa-miR-362-3p	954	954	954	948	902	682	351	136	40	11	5.72545936216771
hsa-miR-362-5p	954	954	953	951	933	775	395	126	34	6	5.87962189858672
hsa-miR-363	954	954	954	954	954	898	341	202	124	79	6.30655429282007
hsa-miR-365	954	954	953	946	901	807	638	384	169	46	6.57839236256223
hsa-miR-367	953	953	945	893	480	56	7	3	1	1	3.98639008494276
hsa-miR-369-3p	954	954	953	949	872	412	169	128	82	49	5.31809878824637
hsa-miR-369-5p	954	952	949	872	558	143	13	0	0	0	4.16999621872072
hsa-miR-370	954	950	939	836	529	221	111	58	15	7	4.34318510595711
hsa-miR-371-3p	954	952	945	863	475	83	15	9	7	7	4.02869298727952
hsa-miR-371-5p	954	954	943	848	366	42	12	7	6	5	3.82173125081587
hsa-miR-372	954	951	938	851	427	80	19	14	10	8	3.99496684405429
hsa-miR-373	954	954	952	945	684	71	21	14	11	7	4.34665183565751
hsa-miR-374a	954	954	954	953	951	948	938	882	729	433	8.81344129018027
hsa-miR-374b	954	954	954	954	954	953	951	919	801	450	8.98837061295723
hsa-miR-375	954	953	953	916	703	377	254	193	154	126	5.76602257882731
hsa-miR-376a	954	954	954	953	931	633	214	159	126	86	5.81348937077714
hsa-miR-376b	954	954	954	948	814	306	142	99	55	21	4.98728562660333
hsa-miR-376c	954	954	954	953	901	466	244	187	150	119	5.80846098776378
hsa-miR-377	954	954	954	949	764	314	178	142	110	78	5.20361610404832
hsa-miR-378	954	954	954	953	945	901	765	481	197	38	6.98431918661983
hsa-miR-379	954	954	954	954	913	645	294	105	53	12	5.62131423228251
hsa-miR-380	954	954	948	886	459	48	0	0	0	0	3.95684768117862
hsa-miR-381	953	946	920	727	256	142	90	48	20	8	3.80932864047633
hsa-miR-382	951	920	811	469	184	116	74	27	10	2	3.22905384748907
hsa-miR-383	954	954	953	948	849	479	124	8	2	1	5.03667901306942
hsa-miR-384	954	954	952	938	570	48	0	0	0	0	4.1298907750803
hsa-miR-409-3p	954	953	944	849	424	147	71	31	5	0	4.10408452205784
hsa-miR-409-5p	954	954	954	944	743	212	54	16	2	0	4.5520436307067
hsa-miR-410	954	954	954	951	834	350	152	83	39	19	5.05822518099898
hsa-miR-412	953	951	927	761	247	6	0	0	0	0	3.53190968066082
hsa-miR-421	954	954	954	954	953	929	642	217	48	4	6.4260471471033
hsa-miR-422a	954	954	954	952	942	824	379	18	0	0	5.74388461191953
hsa-miR-423-3p	954	954	954	954	954	954	953	951	914	721	9.53536641708004
hsa-miR-423-5p	954	954	954	954	954	954	954	938	818	454	8.91634732866012
hsa-miR-424	954	954	954	954	951	860	556	269	98	36	6.41251179348244
hsa-miR-425	954	954	954	954	953	948	890	744	485	223	8.05240705038035
hsa-miR-429	954	954	953	946	840	556	424	382	306	216	6.55009787147955
hsa-miR-431	954	953	949	918	600	209	101	59	27	14	4.51538094979884
hsa-miR-432	954	954	950	913	617	206	77	24	6	3	4.44202530509898
hsa-miR-433	954	948	940	825	451	131	56	23	9	5	4.04833713532153
hsa-miR-448	948	911	781	376	39	1	0	0	0	0	2.71891762247369
hsa-miR-449a	954	953	950	935	680	151	42	17	7	4	4.41400571094068
hsa-miR-449b	954	953	949	869	349	15	0	0	0	0	3.7687380290611
hsa-miR-449c	937	830	629	228	12	2	0	0	0	0	2.26050208093206
hsa-miR-450a	954	954	954	944	864	722	518	297	118	36	6.18517663327041
hsa-miR-450b-3p	954	952	923	738	166	1	0	0	0	0	3.41806758471617
hsa-miR-450b-5p	954	954	954	954	926	650	159	6	2	0	5.3117150569256
hsa-miR-451	954	953	950	912	588	68	19	14	12	9	4.19331485377449
hsa-miR-452	954	954	954	950	865	513	186	62	13	2	5.22217731874787
hsa-miR-453	954	954	954	954	904	337	8	0	0	0	4.83050412134543
hsa-miR-454	954	954	954	953	946	894	682	333	116	36	6.66316068979117
hsa-miR-455-3p	954	954	950	929	816	640	501	305	142	38	6.03613248963238
hsa-miR-455-5p	954	952	944	916	787	541	260	80	17	7	5.21117032657936
hsa-miR-483-3p	954	946	911	745	272	63	38	27	17	12	3.69083505252858
hsa-miR-483-5p	954	952	947	852	320	27	3	1	0	0	3.74658894675367
hsa-miR-484	954	954	954	954	953	951	948	913	799	494	9.05447933593698
hsa-miR-485-3p	942	931	929	929	928	924	916	894	852	717	9.29782532076015
hsa-miR-485-5p	954	953	950	897	551	66	4	0	0	0	4.08153975560013
hsa-miR-486-3p	954	954	951	924	745	307	95	27	14	2	4.69316989664431
hsa-miR-487a	954	952	946	870	463	164	102	64	25	8	4.29298796458224
hsa-miR-487b	954	954	946	900	585	231	151	111	71	27	4.68955481875695
hsa-miR-488	954	948	924	709	201	49	20	3	0	0	3.48139851867638
hsa-miR-489	954	951	933	765	195	20	5	2	1	1	3.50700441699219
hsa-miR-490-3p	954	954	954	954	952	940	888	770	522	218	8.05069052059334
hsa-miR-490-5p	954	954	952	931	793	328	103	35	19	1	4.80244611284791
hsa-miR-491-3p	954	954	949	903	529	60	2	0	0	0	4.0574530411088
hsa-miR-491-5p	954	952	936	779	290	15	0	0	0	0	3.6386344194895
hsa-miR-492	954	948	932	807	422	103	4	0	0	0	3.86856712804748
hsa-miR-493	954	954	954	954	952	865	391	67	4	2	5.91016678219543
hsa-miR-494	934	917	914	912	912	910	896	870	803	631	9.02185060752354
hsa-miR-495	954	954	954	953	938	589	181	126	85	46	5.56037865296911
hsa-miR-496	954	954	954	954	954	954	906	412	12	0	6.87790394028266
hsa-miR-497	953	950	938	871	614	354	176	88	41	21	4.7495087335444
hsa-miR-498	954	950	930	772	245	31	11	9	4	4	3.57864769408601
hsa-miR-499-3p	954	952	939	828	324	9	0	0	0	0	3.69387034135848
hsa-miR-499-5p	954	954	954	939	701	178	34	17	8	4	4.48628156922695
hsa-miR-500+hsa-miR-501-5p	954	954	954	954	919	577	168	36	7	0	5.30746444733594
hsa-miR-501-3p	954	954	953	947	886	634	238	54	15	2	5.40919775594188
hsa-miR-503	954	954	941	917	805	495	154	33	6	0	4.99877871566175
hsa-miR-504	954	951	945	908	686	236	29	5	0	0	4.41869932324482
hsa-miR-505	954	951	948	907	707	337	100	18	0	0	4.66457062189414
hsa-miR-506	953	952	937	870	545	93	19	3	1	0	4.07552671062909
hsa-miR-507	954	954	949	895	553	82	28	11	4	0	4.14236012656034
hsa-miR-508-3p	953	949	933	810	452	104	34	13	4	1	3.95134126150191
hsa-miR-508-5p	954	953	953	938	790	414	131	29	11	2	4.91506884633226
hsa-miR-509-3-5p	947	916	805	400	70	35	19	4	3	0	2.84740000915239
hsa-miR-509-3p	954	954	954	954	942	888	801	654	366	112	7.46093873940534
hsa-miR-509-5p	954	954	951	922	614	161	35	6	1	0	4.32435039730763
hsa-miR-510	953	950	921	786	378	64	3	0	0	0	3.73665192547518
hsa-miR-511	952	935	863	517	72	0	0	0	0	0	3.01679952673812
hsa-miR-512-3p	953	938	869	501	74	9	4	2	0	0	3.02556487478907
hsa-miR-512-5p	954	953	950	918	561	103	29	16	13	9	4.2301165096172
hsa-miR-513a-3p	954	954	952	911	657	216	17	1	0	0	4.3769529299594
hsa-miR-513a-5p	948	928	891	770	335	23	1	0	0	0	3.58543933636304
hsa-miR-513b	954	940	898	694	296	112	55	31	9	4	3.6961830301207
hsa-miR-514	954	954	954	954	951	681	98	47	31	16	5.41066514972432
hsa-miR-515-3p	954	952	946	857	441	53	15	8	7	6	3.94876700820159
hsa-miR-515-5p	953	952	948	895	550	93	20	11	7	6	4.16677248252088
hsa-miR-516a-3p	954	954	954	954	954	886	350	8	2	0	5.81160453570145
hsa-miR-516a-5p	953	949	941	857	460	40	12	7	5	2	3.90429783367926
hsa-miR-516b	949	940	911	718	230	23	10	5	3	2	3.47459431621386
hsa-miR-517a	954	952	942	853	390	53	26	16	11	8	3.92311244493071
hsa-miR-517b	947	908	763	354	71	22	8	2	1	1	2.73451143398683
hsa-miR-517c+hsa-miR-519a	954	954	954	952	941	579	137	71	49	33	5.45431098783951
hsa-miR-518b	954	954	954	935	708	124	16	8	6	5	4.38420833824501
hsa-miR-518c	953	933	886	661	173	19	14	10	8	7	3.33110975864158
hsa-miR-518d-3p	954	953	953	947	774	128	3	0	0	0	4.40888769917364
hsa-miR-518e	954	954	950	917	636	113	7	4	2	1	4.27120951252161
hsa-miR-518f	540	240	223	213	186	140	62	8	2	2	1.20434821917774
hsa-miR-519b-3p	954	954	954	948	784	144	19	11	9	6	4.53153026947087
hsa-miR-519c-3p	952	923	833	483	59	8	3	1	0	0	2.90646870878703
hsa-miR-519d	954	947	917	685	172	14	5	3	2	2	3.38391963772968
hsa-miR-519e	953	952	943	877	522	99	7	2	1	0	4.06595550669419
hsa-miR-520a-3p	954	954	953	940	775	317	66	14	1	0	4.71342426411015
hsa-miR-520a-5p	954	954	946	908	624	159	38	15	9	7	4.32067735921153
hsa-miR-520b	954	953	950	890	482	74	11	2	2	1	4.03088195195434
hsa-miR-520c-3p	954	954	953	947	783	220	37	15	10	7	4.64503351482852
hsa-miR-520d-3p	951	948	915	738	256	42	11	4	1	1	3.53934066601324
hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p	954	954	954	954	954	954	922	334	8	4	6.84220208921176
hsa-miR-520e	954	954	954	954	949	906	688	382	77	2	6.63652810211776
hsa-miR-520f	954	954	951	936	702	142	16	8	4	3	4.38971629758714
hsa-miR-520g	953	952	942	880	533	88	19	10	9	6	4.11396803843128
hsa-miR-521	953	940	889	640	198	67	40	26	17	9	3.46581503249351
hsa-miR-522	954	954	953	926	561	118	53	28	19	12	4.3080565283222
hsa-miR-523	948	927	856	518	78	6	3	0	0	0	2.98571823179097
hsa-miR-524-3p	954	945	900	639	159	17	2	2	0	0	3.28077230966343
hsa-miR-525-3p	954	954	950	930	638	96	6	5	2	2	4.25223416640037
hsa-miR-525-5p	954	954	953	944	829	237	24	14	9	5	4.66711076416264
hsa-miR-526a+hsa-miR-518d-5p+hsa-miR-520c-5p	954	954	954	954	954	945	805	404	111	17	6.90381084781741
hsa-miR-526b	954	954	953	951	906	635	176	16	8	4	5.32223384315052
hsa-miR-532-3p	954	953	952	941	911	765	485	225	68	21	6.07763315446232
hsa-miR-532-5p	954	952	948	929	814	530	266	88	25	5	5.2812224341142
hsa-miR-539	954	954	954	954	954	954	901	347	9	0	6.81538393962246
hsa-miR-541	951	948	911	680	164	4	0	0	0	0	3.32426991633565
hsa-miR-542-3p	954	954	954	954	954	844	285	80	5	1	5.76803194770634
hsa-miR-542-5p	954	954	954	954	935	699	134	10	0	0	5.36027406948456
hsa-miR-543	954	950	938	837	424	179	139	98	50	17	4.30545725970752
hsa-miR-544	953	950	949	949	947	947	946	946	944	936	11.9115265223998
hsa-miR-545	954	954	948	916	634	176	42	7	3	0	4.35385323630144
hsa-miR-548a-3p	954	954	954	954	953	699	135	10	0	0	5.39587913366465
hsa-miR-548a-5p	954	954	954	954	954	953	933	685	225	5	7.44311590397838
hsa-miR-548b-3p	953	953	952	927	694	183	11	1	0	0	4.3869064333446
hsa-miR-548b-5p	954	949	913	642	132	13	0	0	0	0	3.26641558694741
hsa-miR-548c-5p	952	935	882	655	162	13	0	0	0	0	3.26980723516506
hsa-miR-548d-3p	954	954	954	948	848	229	17	2	0	0	4.64417711189747
hsa-miR-548d-5p	954	954	954	954	953	892	149	8	2	0	5.61020637305887
hsa-miR-548e	954	952	937	835	435	68	3	0	0	0	3.88987519631794
hsa-miR-548f	953	952	950	904	648	154	8	0	0	0	4.28107103062618
hsa-miR-548g	954	954	954	954	954	947	644	259	154	124	6.91716321809291
hsa-miR-548h	954	954	954	954	916	472	57	7	1	0	5.0221042965173
hsa-miR-548i	954	954	954	954	954	954	847	139	0	0	6.53324085465443
hsa-miR-548j	954	954	951	906	552	143	47	12	3	0	4.23628986869388
hsa-miR-548k	954	954	954	944	755	146	7	3	0	0	4.42954884368869
hsa-miR-548l	954	954	953	946	729	123	6	0	0	0	4.3912000755738
hsa-miR-548m	954	954	954	952	892	386	28	0	0	0	4.85977747368702
hsa-miR-548o	954	953	951	918	644	133	4	0	0	0	4.27453602541418
hsa-miR-548p	954	949	918	713	211	24	3	1	0	0	3.45916642837995
hsa-miR-548q	953	939	869	554	97	1	0	0	0	0	3.08285198908998
hsa-miR-549	954	952	944	813	226	7	0	0	0	0	3.60671606221968
hsa-miR-550	952	928	858	571	91	1	0	0	0	0	3.06272693798175
hsa-miR-551a	954	952	943	907	624	170	19	0	0	0	4.27304774198507
hsa-miR-551b	954	954	949	916	694	294	126	54	26	7	4.71632585237821
hsa-miR-553	954	952	938	838	401	61	3	0	0	0	3.85875150018842
hsa-miR-554	953	946	915	763	302	32	0	0	0	0	3.5852112549211
hsa-miR-555	954	954	953	927	664	139	3	0	0	0	4.3099061092472
hsa-miR-556-3p	954	946	918	714	205	9	0	0	0	0	3.44528173353864
hsa-miR-556-5p	954	954	953	938	757	174	3	0	0	0	4.45517049579584
hsa-miR-557	954	951	935	787	253	9	0	0	0	0	3.58422726638631
hsa-miR-558	954	950	937	864	363	9	0	0	0	0	3.75406059393674
hsa-miR-559	954	943	920	739	220	6	0	0	0	0	3.4629094366707
hsa-miR-561	954	954	954	954	954	953	868	176	0	0	6.58845076292102
hsa-miR-562	954	954	954	952	870	209	2	0	0	0	4.64246501584211
hsa-miR-563	954	943	904	675	142	0	0	0	0	0	3.29637987309657
hsa-miR-564	952	925	822	432	40	0	0	0	0	0	2.81747744041835
hsa-miR-566	954	954	954	953	930	413	25	0	0	0	4.94692359125587
hsa-miR-567	952	933	853	483	56	4	0	0	0	0	2.92755551930352
hsa-miR-568	953	943	871	558	94	0	0	0	0	0	3.0664738522283
hsa-miR-569	954	954	954	954	950	854	400	28	3	1	5.83885078597769
hsa-miR-570	954	954	954	954	952	843	214	3	0	0	5.60106749560004
hsa-miR-571	954	954	939	837	365	32	1	1	0	0	3.76471445785752
hsa-miR-572	954	954	954	954	919	430	21	0	0	0	4.94286020932338
hsa-miR-573	954	953	952	883	508	113	9	1	1	0	4.08939056800988
hsa-miR-574-3p	954	953	950	931	875	828	756	606	371	149	7.25179177149552
hsa-miR-574-5p	954	954	953	947	899	757	487	185	26	1	5.96386300798333
hsa-miR-576-3p	954	954	952	927	615	48	0	0	0	0	4.16082444469233
hsa-miR-576-5p	954	954	952	924	630	113	13	2	0	0	4.28463883410771
hsa-miR-577	954	954	954	947	886	426	96	19	4	0	4.96278713097599
hsa-miR-578	954	954	952	905	502	39	0	0	0	0	4.0024430295466
hsa-miR-579	908	878	870	861	844	806	733	544	254	34	6.56796383901891
hsa-miR-580	954	954	954	950	805	117	0	0	0	0	4.4620534019993
hsa-miR-581	954	954	948	854	347	20	1	0	0	0	3.78096855712724
hsa-miR-582-3p	954	953	947	906	602	106	5	0	0	0	4.17294411012494
hsa-miR-582-5p	954	954	954	951	874	564	266	117	46	17	5.46894587464511
hsa-miR-583	953	948	918	694	163	2	0	0	0	0	3.36589652293935
hsa-miR-584	954	954	954	954	943	602	62	2	0	0	5.18378542769054
hsa-miR-586	952	937	877	625	125	0	0	0	0	0	3.18148713162614
hsa-miR-587	954	952	932	733	205	9	0	0	0	0	3.46156373784249
hsa-miR-588	954	953	948	883	372	29	0	0	0	0	3.84534653179974
hsa-miR-589	954	954	954	950	784	118	1	0	0	0	4.44206909557892
hsa-miR-590-3p	954	954	952	945	849	491	135	21	1	0	5.05227789803858
hsa-miR-590-5p	928	912	910	909	906	903	894	873	827	693	9.1290968815654
hsa-miR-591	954	951	942	861	429	66	4	0	0	0	3.91033347160067
hsa-miR-592	954	954	954	953	945	824	483	194	68	26	6.18298174776062
hsa-miR-593	954	946	904	721	285	37	2	0	0	0	3.53430919869951
hsa-miR-595	954	953	952	940	787	332	43	2	0	0	4.73119959938338
hsa-miR-596	953	948	937	830	351	16	0	0	0	0	3.73105227887102
hsa-miR-597	952	946	924	758	271	13	0	0	0	0	3.53396919602563
hsa-miR-598	954	953	952	950	890	583	228	69	29	6	5.38653825943728
hsa-miR-599	954	953	949	885	412	36	1	1	0	0	3.8700360910357
hsa-miR-600	954	954	954	954	954	942	666	1	0	0	6.13418924221441
hsa-miR-601	954	954	954	948	796	115	0	0	0	0	4.44448648617737
hsa-miR-602	952	941	917	737	260	20	1	0	0	0	3.51192310794768
hsa-miR-603	546	161	134	127	121	109	85	56	25	2	0.942899570080194
hsa-miR-604	953	924	824	474	90	5	0	0	0	0	2.93128708058097
